ID_Transaction,ID_Client,Date,Nature,Montant,Canal,Agence
900897,1285,2025-06-01,Crédit,334563,Agence,Plateau
900898,1066,2025-06-01,Débit,689343,GAB,Plateau
900899,1288,2025-06-01,Crédit,794649,Agence,Plateau
900900,1064,2025-06-01,Crédit,386219,GAB,Bouaké
900901,1001,2025-06-01,Débit,320201,Agence,Yopougon
900902,1274,2025-06-01,Crédit,151648,Web,Yopougon
900903,1268,2025-06-01,Crédit,640617,GAB,Plateau
900904,1023,2025-06-01,Débit,43518,GAB,Cocody
900905,1154,2025-06-01,Débit,145727,GAB,Yopougon
900906,1143,2025-06-01,Débit,769521,Web,Plateau
900907,1282,2025-06-01,Crédit,278336,Web,Cocody
900908,1205,2025-06-01,Crédit,92298,Mobile,Bouaké
900909,1074,2025-06-01,Débit,78985,Mobile,Cocody
900910,1191,2025-06-01,Débit,445073,GAB,Yopougon
900911,1223,2025-06-01,Crédit,32168,GAB,Plateau
900912,1139,2025-06-01,Débit,562286,Agence,Bouaké
900913,1034,2025-06-01,Crédit,676274,Agence,Yopougon
900914,1171,2025-06-01,Crédit,158437,GAB,Yopougon
900915,1006,2025-06-01,Débit,400476,GAB,Bouaké
900916,1054,2025-06-01,Débit,189267,Mobile,Bouaké
900917,1049,2025-06-01,Crédit,739480,Mobile,Yopougon
900918,1051,2025-06-01,Débit,184041,Mobile,Bouaké
900919,1093,2025-06-01,Crédit,782306,Web,Bouaké
900920,1066,2025-06-01,Crédit,14958,GAB,Cocody
900921,1074,2025-06-01,Crédit,600130,Mobile,Plateau
900922,1190,2025-06-01,Débit,716160,Web,Bouaké
900923,1094,2025-06-01,Crédit,376197,Web,Yopougon
900924,1142,2025-06-01,Crédit,550883,GAB,Yopougon
900925,1045,2025-06-01,Crédit,431261,Mobile,Plateau
900926,1041,2025-06-01,Débit,770411,GAB,Plateau
900927,1085,2025-06-01,Débit,93693,Mobile,Bouaké
900928,1006,2025-06-01,Crédit,714920,GAB,Bouaké
900929,1255,2025-06-01,Débit,430167,Agence,Cocody
900930,1004,2025-06-01,Crédit,741720,Mobile,Cocody
900931,1271,2025-06-01,Débit,641877,Web,Cocody
900932,1269,2025-06-01,Débit,188305,Agence,Yopougon
900933,1069,2025-06-01,Crédit,58379,Web,Bouaké
900934,1195,2025-06-01,Débit,396416,Agence,Yopougon
900935,1128,2025-06-01,Débit,309154,Mobile,Bouaké
900936,1151,2025-06-01,Crédit,228415,Agence,Bouaké
900937,1112,2025-06-01,Crédit,679206,Agence,Bouaké
900938,1250,2025-06-01,Débit,378024,Agence,Bouaké
900939,1169,2025-06-01,Crédit,376083,Agence,Plateau
900940,1180,2025-06-01,Débit,426598,Mobile,Plateau
900941,1052,2025-06-01,Crédit,520947,GAB,Plateau
900942,1271,2025-06-01,Débit,435670,Agence,Bouaké
900943,1004,2025-06-01,Débit,693530,Mobile,Cocody
900944,1241,2025-06-01,Crédit,397491,Mobile,Yopougon
900945,1220,2025-06-01,Débit,567484,Mobile,Plateau
900946,1225,2025-06-01,Crédit,174695,GAB,Yopougon
900947,1223,2025-06-01,Débit,381687,GAB,Plateau
900948,1098,2025-06-01,Crédit,47211,GAB,Bouaké
900949,1216,2025-06-01,Crédit,38141,GAB,Cocody
900950,1246,2025-06-01,Crédit,129562,Web,Bouaké
900951,1282,2025-06-01,Crédit,719852,GAB,Yopougon
900952,1205,2025-06-01,Crédit,142801,Agence,Plateau
900953,1011,2025-06-01,Débit,168097,Mobile,Plateau
900954,1122,2025-06-01,Débit,716259,Mobile,Bouaké
900955,1005,2025-06-01,Crédit,508518,Mobile,Yopougon
900956,1249,2025-06-01,Débit,454788,GAB,Cocody
900957,1262,2025-06-01,Débit,266584,Mobile,Plateau
900958,1135,2025-06-01,Débit,703698,Web,Cocody
900959,1243,2025-06-01,Débit,740203,GAB,Cocody
900960,1077,2025-06-01,Débit,131312,GAB,Bouaké
900961,1020,2025-06-01,Crédit,206512,GAB,Bouaké
900962,1010,2025-06-01,Débit,100352,Agence,Bouaké
900963,1209,2025-06-01,Crédit,739169,GAB,Cocody
900964,1173,2025-06-01,Crédit,507472,Agence,Bouaké
900965,1027,2025-06-01,Crédit,120400,Mobile,Yopougon
900966,1144,2025-06-01,Crédit,751151,Web,Cocody
900967,1164,2025-06-01,Débit,195580,Agence,Plateau
900968,1027,2025-06-01,Crédit,227274,Mobile,Bouaké
900969,1144,2025-06-01,Débit,456839,GAB,Yopougon
900970,1252,2025-06-01,Crédit,355520,Mobile,Plateau
900971,1050,2025-06-01,Débit,721137,GAB,Yopougon
900972,1185,2025-06-01,Crédit,784020,Mobile,Cocody
900973,1142,2025-06-01,Débit,617711,Web,Plateau
900974,1055,2025-06-01,Débit,665140,Agence,Plateau
900975,1098,2025-06-01,Débit,743889,Web,Plateau
900976,1039,2025-06-01,Crédit,321120,Web,Cocody
900977,1274,2025-06-01,Débit,50939,GAB,Cocody
900978,1215,2025-06-01,Crédit,592565,Mobile,Yopougon
900979,1230,2025-06-01,Débit,462311,Agence,Bouaké
900980,1215,2025-06-01,Débit,180044,Mobile,Cocody
900981,1149,2025-06-01,Débit,598677,Agence,Cocody
900982,1204,2025-06-01,Crédit,722953,Agence,Cocody
900983,1225,2025-06-01,Crédit,594822,Web,Bouaké
900984,1140,2025-06-01,Débit,198007,Agence,Cocody
900985,1293,2025-06-01,Débit,625875,Agence,Bouaké
900986,1258,2025-06-01,Crédit,323148,GAB,Yopougon
900987,1138,2025-06-01,Débit,184420,GAB,Plateau
900988,1274,2025-06-01,Débit,311019,Agence,Cocody
900989,1143,2025-06-01,Débit,288571,Agence,Cocody
900990,1108,2025-06-01,Débit,6467,Mobile,Yopougon
900991,1167,2025-06-01,Débit,744730,Mobile,Cocody
900992,1210,2025-06-01,Crédit,345404,Agence,Plateau
900993,1183,2025-06-01,Débit,770960,Mobile,Cocody
900994,1132,2025-06-01,Débit,568492,Agence,Bouaké
900995,1132,2025-06-01,Débit,468664,GAB,Yopougon
900996,1138,2025-06-01,Débit,614918,Web,Cocody
900997,1229,2025-06-01,Débit,770263,Web,Yopougon
900998,1076,2025-06-01,Crédit,103242,Web,Cocody
900999,1236,2025-06-01,Débit,189665,GAB,Bouaké
901000,1093,2025-06-01,Crédit,27069,Mobile,Cocody
901001,1091,2025-06-01,Crédit,725756,GAB,Plateau
901002,1074,2025-06-01,Débit,452107,GAB,Bouaké
901003,1207,2025-06-01,Débit,764490,GAB,Plateau
901004,1052,2025-06-01,Crédit,407643,Agence,Plateau
901005,1007,2025-06-01,Débit,143599,GAB,Plateau
901006,1138,2025-06-01,Débit,662860,Agence,Plateau
901007,1055,2025-06-01,Crédit,746821,Agence,Cocody
901008,1072,2025-06-01,Crédit,595192,Web,Cocody
901009,1158,2025-06-01,Crédit,507171,GAB,Cocody
901010,1029,2025-06-01,Crédit,662966,Agence,Plateau
901011,1023,2025-06-01,Débit,576098,Mobile,Plateau
901012,1262,2025-06-01,Crédit,153724,Agence,Cocody
901013,1013,2025-06-01,Débit,452883,Web,Cocody
901014,1181,2025-06-01,Crédit,241856,Web,Plateau
901015,1252,2025-06-01,Débit,120485,GAB,Plateau
901016,1145,2025-06-01,Crédit,84995,Mobile,Plateau
901017,1185,2025-06-01,Débit,50452,GAB,Cocody
901018,1220,2025-06-01,Crédit,633738,GAB,Bouaké
901019,1077,2025-06-01,Crédit,660106,Mobile,Yopougon
901020,1054,2025-06-01,Crédit,528502,Mobile,Yopougon
901021,1040,2025-06-01,Débit,160863,GAB,Yopougon
901022,1076,2025-06-01,Crédit,473394,Web,Plateau
901023,1058,2025-06-01,Crédit,767008,Mobile,Cocody
901024,1047,2025-06-01,Crédit,138730,GAB,Bouaké
901025,1181,2025-06-01,Crédit,523213,Web,Bouaké
901026,1212,2025-06-01,Crédit,149935,GAB,Bouaké
901027,1215,2025-06-01,Crédit,569917,Web,Cocody
901028,1197,2025-06-01,Débit,614184,Web,Cocody
901029,1045,2025-06-01,Débit,384279,Agence,Cocody
901030,1009,2025-06-01,Crédit,590498,Web,Cocody
901031,1057,2025-06-01,Débit,371317,Mobile,Cocody
901032,1151,2025-06-01,Crédit,156141,Web,Cocody
901033,1108,2025-06-01,Débit,63579,GAB,Plateau
901034,1074,2025-06-01,Crédit,773691,Agence,Bouaké
901035,1191,2025-06-01,Débit,740473,Agence,Plateau
901036,1245,2025-06-01,Débit,36652,GAB,Yopougon
901037,1073,2025-06-01,Débit,261949,Agence,Plateau
901038,1292,2025-06-01,Crédit,161989,GAB,Bouaké
901039,1072,2025-06-01,Crédit,498024,Web,Yopougon
901040,1228,2025-06-01,Débit,305699,Agence,Cocody
901041,1031,2025-06-01,Débit,638521,GAB,Cocody
901042,1006,2025-06-01,Crédit,449198,Web,Yopougon
901043,1293,2025-06-01,Crédit,748810,GAB,Bouaké
901044,1081,2025-06-01,Crédit,101402,Web,Cocody
901045,1109,2025-06-01,Crédit,654114,Agence,Cocody
901046,1201,2025-06-01,Débit,787233,Agence,Bouaké
901047,1245,2025-06-01,Crédit,689405,Web,Bouaké
901048,1085,2025-06-01,Débit,394523,Web,Cocody
901049,1139,2025-06-01,Débit,114471,Agence,Yopougon
901050,1172,2025-06-01,Débit,256165,Mobile,Cocody
901051,1278,2025-06-01,Débit,73492,GAB,Plateau
901052,1159,2025-06-01,Débit,583490,GAB,Plateau
901053,1124,2025-06-01,Crédit,94170,Agence,Bouaké
901054,1024,2025-06-01,Débit,334861,Agence,Yopougon
901055,1005,2025-06-01,Crédit,793193,Mobile,Bouaké
901056,1257,2025-06-01,Débit,334748,Web,Yopougon
901057,1067,2025-06-01,Débit,352412,Web,Plateau
901058,1258,2025-06-01,Débit,29835,Web,Bouaké
901059,1020,2025-06-01,Crédit,174054,GAB,Bouaké
901060,1041,2025-06-01,Débit,758362,GAB,Cocody
901061,1073,2025-06-01,Débit,530986,Mobile,Bouaké
901062,1068,2025-06-01,Crédit,309969,Mobile,Bouaké
901063,1021,2025-06-01,Crédit,255725,GAB,Plateau
901064,1079,2025-06-01,Crédit,107137,Agence,Cocody
901065,1159,2025-06-01,Débit,528147,Agence,Bouaké
901066,1161,2025-06-01,Débit,314967,GAB,Plateau
901067,1144,2025-06-01,Crédit,375533,Agence,Plateau
901068,1092,2025-06-01,Crédit,275473,Web,Yopougon
901069,1227,2025-06-01,Débit,134988,Web,Plateau
901070,1187,2025-06-01,Crédit,425415,Web,Cocody
901071,1226,2025-06-01,Crédit,542373,Mobile,Yopougon
901072,1043,2025-06-01,Crédit,535519,Web,Yopougon
901073,1022,2025-06-01,Débit,782039,GAB,Plateau
901074,1080,2025-06-01,Débit,309779,Web,Cocody
901075,1292,2025-06-01,Crédit,81523,GAB,Bouaké
901076,1237,2025-06-01,Débit,370887,Web,Bouaké
901077,1274,2025-06-01,Crédit,119419,Agence,Cocody
901078,1056,2025-06-01,Crédit,459153,GAB,Bouaké
901079,1169,2025-06-01,Débit,337697,Mobile,Bouaké
901080,1109,2025-06-01,Crédit,124879,Mobile,Bouaké
901081,1020,2025-06-01,Débit,497796,GAB,Cocody
901082,1164,2025-06-01,Débit,635275,Web,Plateau
901083,1186,2025-06-01,Crédit,501405,GAB,Plateau
901084,1109,2025-06-01,Débit,721881,Web,Yopougon
901085,1130,2025-06-01,Débit,92651,GAB,Plateau
901086,1141,2025-06-01,Crédit,90678,Mobile,Bouaké
901087,1215,2025-06-01,Débit,707173,Mobile,Cocody
901088,1028,2025-06-01,Débit,454350,Mobile,Yopougon
901089,1085,2025-06-01,Débit,371242,Web,Bouaké
901090,1244,2025-06-01,Débit,735532,Web,Yopougon
901091,1293,2025-06-01,Crédit,15413,GAB,Plateau
901092,1297,2025-06-01,Débit,344458,Mobile,Plateau
901093,1078,2025-06-01,Crédit,159650,Web,Yopougon
901094,1059,2025-06-01,Crédit,280568,Agence,Bouaké
901095,1065,2025-06-01,Crédit,674952,Agence,Plateau
901096,1112,2025-06-01,Débit,445586,GAB,Bouaké
901097,1111,2025-06-01,Crédit,224952,GAB,Plateau
901098,1190,2025-06-01,Crédit,21977,Mobile,Yopougon
901099,1258,2025-06-01,Débit,738287,Web,Bouaké
901100,1212,2025-06-01,Crédit,373814,Mobile,Bouaké
901101,1268,2025-06-01,Crédit,123887,GAB,Bouaké
901102,1220,2025-06-01,Crédit,190488,GAB,Bouaké
901103,1196,2025-06-01,Crédit,696646,Web,Yopougon
901104,1051,2025-06-01,Débit,113854,Agence,Plateau
901105,1211,2025-06-01,Débit,525518,Agence,Bouaké
901106,1258,2025-06-01,Débit,705144,Mobile,Bouaké
901107,1109,2025-06-01,Débit,481713,Web,Plateau
901108,1101,2025-06-01,Crédit,135485,Mobile,Bouaké
901109,1212,2025-06-01,Crédit,12974,Mobile,Cocody
901110,1260,2025-06-01,Crédit,285608,Mobile,Yopougon
901111,1213,2025-06-01,Débit,9359,Web,Plateau
901112,1008,2025-06-01,Débit,165825,Mobile,Yopougon
901113,1172,2025-06-01,Débit,604982,Web,Cocody
901114,1285,2025-06-01,Crédit,207019,Web,Plateau
901115,1296,2025-06-01,Crédit,140130,Web,Cocody
901116,1207,2025-06-01,Crédit,547404,GAB,Bouaké
901117,1119,2025-06-01,Débit,749515,GAB,Plateau
901118,1296,2025-06-01,Crédit,662790,Mobile,Cocody
901119,1166,2025-06-01,Débit,102784,Agence,Plateau
901120,1224,2025-06-01,Débit,664443,GAB,Plateau
901121,1279,2025-06-01,Débit,604569,Web,Plateau
901122,1067,2025-06-01,Crédit,670282,Mobile,Cocody
901123,1123,2025-06-01,Débit,316345,GAB,Cocody
901124,1194,2025-06-01,Crédit,696281,Agence,Yopougon
901125,1043,2025-06-01,Débit,662916,Agence,Plateau
901126,1057,2025-06-01,Crédit,629840,Agence,Plateau
901127,1073,2025-06-01,Crédit,279721,GAB,Plateau
901128,1040,2025-06-01,Crédit,383952,GAB,Bouaké
901129,1052,2025-06-01,Crédit,28023,Web,Plateau
901130,1250,2025-06-01,Débit,225511,Web,Bouaké
901131,1161,2025-06-01,Crédit,173929,GAB,Yopougon
901132,1006,2025-06-01,Débit,696710,Agence,Plateau
901133,1176,2025-06-01,Crédit,512417,Agence,Cocody
901134,1268,2025-06-01,Crédit,132500,GAB,Plateau
901135,1275,2025-06-01,Débit,548157,GAB,Cocody
901136,1187,2025-06-01,Débit,232496,Agence,Yopougon
901137,1071,2025-06-01,Débit,92496,GAB,Yopougon
901138,1141,2025-06-01,Crédit,213915,Agence,Yopougon
901139,1283,2025-06-01,Crédit,494730,Web,Bouaké
901140,1263,2025-06-01,Crédit,207432,Mobile,Cocody
901141,1102,2025-06-01,Crédit,416907,Agence,Yopougon
901142,1085,2025-06-01,Débit,762135,Web,Bouaké
901143,1229,2025-06-01,Crédit,630297,Mobile,Yopougon
901144,1056,2025-06-01,Crédit,455167,GAB,Yopougon
901145,1192,2025-06-01,Débit,476233,GAB,Plateau
901146,1262,2025-06-01,Crédit,620377,Web,Yopougon
901147,1272,2025-06-01,Crédit,422654,Agence,Plateau
901148,1093,2025-06-01,Crédit,455244,GAB,Yopougon
901149,1126,2025-06-01,Débit,230636,Mobile,Yopougon
901150,1075,2025-06-01,Crédit,133244,Agence,Yopougon
901151,1006,2025-06-01,Crédit,229156,Web,Yopougon
901152,1120,2025-06-01,Débit,409321,Mobile,Cocody
901153,1270,2025-06-01,Débit,112919,Mobile,Plateau
901154,1294,2025-06-01,Crédit,720267,Web,Yopougon
901155,1164,2025-06-01,Débit,211698,Agence,Bouaké
901156,1256,2025-06-01,Débit,292745,Web,Plateau
901157,1064,2025-06-01,Crédit,184453,Mobile,Bouaké
901158,1122,2025-06-01,Débit,303882,Agence,Plateau
901159,1237,2025-06-01,Crédit,142424,Web,Plateau
901160,1274,2025-06-01,Débit,358778,Agence,Plateau
901161,1241,2025-06-01,Débit,440241,Mobile,Yopougon
901162,1163,2025-06-01,Crédit,424791,Agence,Yopougon
901163,1253,2025-06-01,Débit,417433,Mobile,Bouaké
901164,1253,2025-06-01,Débit,397068,Agence,Plateau
901165,1115,2025-06-01,Débit,15901,GAB,Plateau
901166,1166,2025-06-01,Crédit,242336,GAB,Plateau
901167,1098,2025-06-01,Crédit,568670,Agence,Plateau
901168,1133,2025-06-01,Débit,121185,Agence,Yopougon
901169,1039,2025-06-01,Crédit,350326,Web,Yopougon
901170,1088,2025-06-01,Débit,616795,Web,Plateau
901171,1065,2025-06-01,Crédit,160190,Web,Bouaké
901172,1063,2025-06-01,Débit,610956,Web,Bouaké
901173,1144,2025-06-01,Crédit,771367,Web,Cocody
901174,1048,2025-06-01,Crédit,315624,Agence,Yopougon
901175,1286,2025-06-01,Débit,696515,GAB,Plateau
901176,1039,2025-06-01,Crédit,68194,GAB,Plateau
901177,1111,2025-06-01,Crédit,408764,GAB,Bouaké
901178,1054,2025-06-01,Crédit,223797,Mobile,Yopougon
901179,1233,2025-06-01,Débit,534018,Agence,Cocody
901180,1113,2025-06-01,Crédit,409305,Web,Cocody
901181,1205,2025-06-01,Débit,76973,Mobile,Bouaké
901182,1085,2025-06-01,Crédit,610282,Agence,Cocody
901183,1237,2025-06-01,Débit,786216,Agence,Cocody
901184,1009,2025-06-01,Crédit,201114,Mobile,Plateau
901185,1244,2025-06-01,Crédit,374053,Mobile,Plateau
901186,1282,2025-06-01,Débit,376643,Web,Cocody
901187,1078,2025-06-01,Crédit,531584,Web,Yopougon
901188,1028,2025-06-01,Crédit,290830,Mobile,Plateau
901189,1026,2025-06-01,Crédit,772559,Web,Cocody
901190,1151,2025-06-01,Débit,427253,GAB,Yopougon
901191,1272,2025-06-01,Crédit,548810,Web,Plateau
901192,1026,2025-06-01,Débit,121478,GAB,Plateau
901193,1028,2025-06-01,Débit,608172,Mobile,Cocody
901194,1034,2025-06-01,Débit,293840,GAB,Bouaké
901195,1201,2025-06-01,Crédit,111225,GAB,Yopougon
901196,1254,2025-06-01,Débit,184337,GAB,Yopougon
901197,1148,2025-06-01,Crédit,774531,Agence,Plateau
901198,1095,2025-06-01,Crédit,779992,Mobile,Cocody
901199,1088,2025-06-01,Crédit,719544,Agence,Cocody
901200,1096,2025-06-01,Crédit,482328,GAB,Plateau
901201,1243,2025-06-01,Crédit,355281,Agence,Cocody
901202,1136,2025-06-01,Débit,184018,Agence,Yopougon
901203,1243,2025-06-01,Débit,517027,GAB,Bouaké
901204,1057,2025-06-01,Débit,23235,Mobile,Cocody
901205,1269,2025-06-01,Débit,796666,GAB,Plateau
901206,1052,2025-06-01,Crédit,776947,Mobile,Bouaké
901207,1252,2025-06-01,Crédit,577223,Mobile,Bouaké
901208,1130,2025-06-01,Crédit,486035,Agence,Yopougon
901209,1155,2025-06-01,Crédit,547985,Web,Plateau
901210,1139,2025-06-01,Débit,160084,Web,Cocody
901211,1073,2025-06-01,Crédit,527014,Agence,Cocody
901212,1296,2025-06-01,Crédit,381879,GAB,Plateau
901213,1100,2025-06-01,Crédit,674760,Agence,Yopougon
901214,1279,2025-06-01,Crédit,557501,GAB,Yopougon
901215,1179,2025-06-01,Crédit,415020,Web,Yopougon
901216,1159,2025-06-01,Débit,48096,Mobile,Plateau
901217,1222,2025-06-01,Crédit,599188,Mobile,Yopougon
901218,1057,2025-06-01,Débit,528162,GAB,Bouaké
901219,1077,2025-06-01,Crédit,659096,GAB,Yopougon
901220,1250,2025-06-01,Crédit,72755,Mobile,Plateau
901221,1233,2025-06-01,Débit,232882,Mobile,Plateau
901222,1028,2025-06-01,Crédit,325677,Agence,Bouaké
901223,1181,2025-06-01,Débit,57326,Mobile,Cocody
901224,1180,2025-06-01,Crédit,531378,GAB,Plateau
901225,1139,2025-06-01,Débit,773661,GAB,Bouaké
901226,1300,2025-06-01,Débit,309928,GAB,Plateau
901227,1243,2025-06-01,Crédit,265810,Web,Bouaké
901228,1205,2025-06-01,Débit,278951,Mobile,Yopougon
901229,1089,2025-06-01,Crédit,716902,Mobile,Cocody
901230,1103,2025-06-01,Crédit,147282,Web,Cocody
901231,1155,2025-06-01,Crédit,94755,Mobile,Bouaké
901232,1280,2025-06-01,Débit,399228,Web,Plateau
901233,1071,2025-06-01,Crédit,732851,Mobile,Yopougon
901234,1240,2025-06-01,Crédit,453443,Web,Bouaké
901235,1211,2025-06-01,Crédit,34017,Agence,Bouaké
901236,1046,2025-06-01,Débit,650092,Mobile,Cocody
901237,1298,2025-06-01,Crédit,138457,Mobile,Plateau
901238,1202,2025-06-01,Débit,427515,Agence,Bouaké
901239,1266,2025-06-01,Crédit,61986,Agence,Plateau
901240,1139,2025-06-01,Débit,354682,Agence,Yopougon
901241,1290,2025-06-01,Crédit,729139,Mobile,Plateau
901242,1063,2025-06-01,Débit,740652,GAB,Cocody
901243,1288,2025-06-01,Crédit,148028,GAB,Cocody
901244,1155,2025-06-01,Crédit,759075,Agence,Bouaké
901245,1103,2025-06-01,Débit,75403,Agence,Cocody
901246,1062,2025-06-01,Débit,264214,GAB,Plateau
901247,1243,2025-06-01,Débit,535374,Web,Bouaké
901248,1029,2025-06-01,Débit,319492,Web,Bouaké
901249,1095,2025-06-01,Débit,578276,Mobile,Bouaké
901250,1064,2025-06-01,Crédit,158350,Agence,Cocody
901251,1073,2025-06-01,Débit,184071,GAB,Bouaké
901252,1246,2025-06-01,Crédit,308509,Agence,Bouaké
901253,1189,2025-06-01,Crédit,415191,Web,Plateau
901254,1238,2025-06-01,Crédit,450469,GAB,Plateau
901255,1146,2025-06-01,Crédit,130961,Web,Plateau
901256,1298,2025-06-01,Crédit,40739,Web,Plateau
901257,1182,2025-06-01,Débit,495636,Web,Yopougon
901258,1005,2025-06-01,Débit,380125,GAB,Yopougon
901259,1269,2025-06-01,Crédit,542966,Agence,Cocody
901260,1078,2025-06-01,Crédit,692796,Mobile,Bouaké
901261,1072,2025-06-01,Crédit,695428,Mobile,Bouaké
901262,1035,2025-06-01,Crédit,399812,Web,Cocody
901263,1295,2025-06-01,Crédit,140708,Mobile,Yopougon
901264,1300,2025-06-01,Crédit,75852,Agence,Plateau
901265,1082,2025-06-01,Débit,106229,Agence,Bouaké
901266,1244,2025-06-01,Crédit,247781,GAB,Plateau
901267,1090,2025-06-01,Crédit,797528,Web,Plateau
901268,1032,2025-06-01,Crédit,125034,Agence,Plateau
901269,1227,2025-06-01,Crédit,640996,Agence,Cocody
901270,1165,2025-06-01,Débit,737667,Web,Bouaké
901271,1069,2025-06-01,Débit,210225,Mobile,Bouaké
901272,1225,2025-06-01,Crédit,241450,GAB,Cocody
901273,1223,2025-06-01,Débit,95196,Agence,Plateau
901274,1105,2025-06-01,Débit,152390,Agence,Yopougon
901275,1209,2025-06-01,Débit,362261,GAB,Bouaké
901276,1098,2025-06-01,Débit,603076,Web,Yopougon
901277,1183,2025-06-01,Débit,75416,Web,Bouaké
901278,1193,2025-06-01,Débit,601799,Agence,Cocody
901279,1265,2025-06-01,Crédit,110814,Agence,Bouaké
901280,1119,2025-06-01,Débit,635707,Mobile,Plateau
901281,1115,2025-06-01,Crédit,268592,Web,Yopougon
901282,1035,2025-06-01,Débit,307062,Agence,Cocody
901283,1266,2025-06-01,Crédit,423612,Agence,Plateau
901284,1299,2025-06-01,Crédit,280831,Agence,Plateau
901285,1174,2025-06-01,Crédit,278553,GAB,Yopougon
901286,1031,2025-06-01,Débit,219154,Mobile,Plateau
901287,1121,2025-06-01,Crédit,81453,Agence,Yopougon
901288,1037,2025-06-01,Crédit,632203,Agence,Bouaké
901289,1067,2025-06-01,Crédit,763466,Agence,Plateau
901290,1019,2025-06-01,Crédit,537261,GAB,Yopougon
901291,1221,2025-06-01,Crédit,323157,GAB,Plateau
901292,1029,2025-06-01,Débit,210703,Web,Plateau
901293,1283,2025-06-01,Crédit,59673,Web,Bouaké
901294,1065,2025-06-01,Crédit,740405,Web,Cocody
901295,1060,2025-06-01,Crédit,128724,Mobile,Yopougon
901296,1100,2025-06-01,Crédit,462729,Agence,Cocody
901297,1119,2025-06-01,Débit,622210,Agence,Cocody
901298,1212,2025-06-01,Débit,20622,GAB,Plateau
901299,1040,2025-06-01,Débit,137871,Web,Cocody
901300,1145,2025-06-01,Débit,334384,Mobile,Cocody
901301,1150,2025-06-01,Débit,640566,Web,Bouaké
901302,1063,2025-06-01,Débit,85088,Mobile,Cocody
901303,1254,2025-06-01,Crédit,235987,Web,Yopougon
901304,1188,2025-06-01,Crédit,690395,GAB,Yopougon
901305,1164,2025-06-01,Débit,61620,Mobile,Bouaké
901306,1249,2025-06-01,Crédit,87256,GAB,Cocody
901307,1267,2025-06-01,Débit,324751,GAB,Plateau
901308,1191,2025-06-01,Débit,42609,GAB,Bouaké
901309,1233,2025-06-01,Débit,27323,Web,Plateau
901310,1139,2025-06-01,Crédit,621814,Web,Yopougon
901311,1044,2025-06-01,Débit,297649,Web,Bouaké
901312,1010,2025-06-01,Crédit,408348,Web,Plateau
901313,1115,2025-06-01,Débit,402753,GAB,Bouaké
901314,1273,2025-06-01,Débit,697482,Mobile,Plateau
901315,1278,2025-06-01,Crédit,32254,Mobile,Yopougon
901316,1111,2025-06-01,Débit,362506,Web,Bouaké
901317,1030,2025-06-01,Débit,585170,Web,Yopougon
901318,1274,2025-06-01,Crédit,449423,Mobile,Cocody
901319,1196,2025-06-01,Crédit,786853,GAB,Cocody
901320,1008,2025-06-01,Crédit,720756,Mobile,Plateau
901321,1128,2025-06-01,Crédit,358928,Web,Plateau
901322,1141,2025-06-01,Crédit,286802,Mobile,Plateau
901323,1064,2025-06-01,Crédit,601053,Mobile,Yopougon
901324,1092,2025-06-01,Crédit,490201,Agence,Bouaké
901325,1005,2025-06-01,Crédit,43801,Mobile,Bouaké
901326,1285,2025-06-01,Débit,433459,Agence,Plateau
901327,1142,2025-06-01,Crédit,72154,Web,Cocody
901328,1133,2025-06-01,Crédit,277148,Web,Cocody
901329,1117,2025-06-01,Débit,159037,Agence,Cocody
901330,1059,2025-06-01,Débit,198205,Web,Yopougon
901331,1022,2025-06-01,Débit,68766,Mobile,Yopougon
901332,1009,2025-06-01,Crédit,571693,Agence,Cocody
901333,1180,2025-06-01,Débit,86242,Web,Plateau
901334,1262,2025-06-01,Débit,253490,GAB,Yopougon
901335,1293,2025-06-01,Crédit,719097,Web,Plateau
901336,1219,2025-06-01,Crédit,155029,Agence,Yopougon
901337,1185,2025-06-01,Crédit,432963,Mobile,Bouaké
901338,1151,2025-06-01,Débit,173100,Mobile,Plateau
901339,1149,2025-06-01,Débit,624946,Agence,Plateau
901340,1109,2025-06-01,Crédit,540608,Mobile,Cocody
901341,1194,2025-06-01,Débit,693976,GAB,Bouaké
901342,1041,2025-06-01,Débit,240490,Web,Plateau
901343,1271,2025-06-01,Débit,641592,Web,Bouaké
901344,1163,2025-06-01,Crédit,209497,Mobile,Cocody
901345,1169,2025-06-01,Débit,384547,GAB,Bouaké
901346,1162,2025-06-01,Débit,731739,GAB,Bouaké
901347,1210,2025-06-01,Crédit,88561,Mobile,Plateau
901348,1186,2025-06-01,Crédit,639617,GAB,Bouaké
901349,1215,2025-06-01,Débit,601998,GAB,Cocody
901350,1209,2025-06-01,Débit,639960,Mobile,Yopougon
901351,1175,2025-06-01,Crédit,128694,Agence,Bouaké
901352,1216,2025-06-01,Débit,608992,Web,Cocody
901353,1093,2025-06-01,Crédit,21265,GAB,Plateau
901354,1215,2025-06-01,Crédit,586517,Web,Plateau
901355,1065,2025-06-01,Débit,457376,Agence,Cocody
901356,1038,2025-06-01,Débit,544908,Web,Bouaké
901357,1182,2025-06-01,Débit,426860,GAB,Yopougon
901358,1061,2025-06-01,Crédit,357993,Agence,Plateau
901359,1038,2025-06-01,Crédit,475700,Web,Bouaké
901360,1224,2025-06-01,Crédit,799464,Web,Cocody
901361,1094,2025-06-01,Débit,164652,Agence,Yopougon
